,bal0,bal1,bal2,bal3,bal4,bal5,bal6,elev0,elev1,floor,hfloor,htype,kitarea,lat,livarea,lon,offertype,overallarea,parktype,price,rdate,roomarea0,roomarea1,roomarea2,roomarea3,roomarea4,roomarea5,roomarea6,rooms,slavnum,ulavnum,view
1421,нет,,,,,,,1 пасс,1 груз,9,12,"вторичка,кирпично-монолитный",10.0,55.74788,115.0,37.424354,свободная,156.0,,55000000,,70.0,,,0.0,0.0,0.0,0.0,3,,2.0,двор
1422,1 лодж,,,,,,,2 пасс,,9,14,"вторичка,панельный",10.0,55.709211,21.0,37.487146,свободная,36.0,,6350000,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1423,1 балк,,,,,,,,,2,5,вторичка,6.0,55.816657,30.0,37.653164,свободная,43.0,наземная,7500000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1424,1 лодж,,,,,,,1 пасс,,1,12,"вторичка,панельный",6.7,55.61176,30.0,37.306899,альтернатива,47.3,,5200000,,18.0,12.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1425,1 лодж,,,,,,,2 пасс,2 груз,3,25,"вторичка,кирпично-монолитный",10.0,55.672834,36.0,37.512829,свободная,57.0,наземная,16300000,,22.0,14.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1426,,,,,,,,1 пасс,,9,9,вторичка,8.8,55.715256,19.8,37.729484,свободная,34.0,наземная,4950000,,19.8,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1427,1 балк,,,,,,,1 пасс,,8,9,"вторичка,сталинский",14.0,55.804951,38.9,37.512344,альтернатива,71.0,,18800000,,21.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двориулица
1428,,,,,,,,1 пасс,,6,9,вторичка,7.0,55.628276,18.0,37.593596,альтернатива,32.7,,5350000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1429,нет,,,,,,,1 пасс,1 груз,8,24,"новостройка,кирпично-монолитный",,55.771168,,37.376564,свободная,56.5,,8475000,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двор
1430,нет,,,,,,,,,4,5,"вторичка,сталинский",9.8,55.831762,17.5,37.458571,свободная,42.9,,5500000,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1431,2 лодж,,,,,,,1 пасс,,1,12,"вторичка,панельный",7.0,55.728591,31.0,37.67431,свободная,47.5,,8900000,,16.0,15.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двориулица
1432,2 балк,,,,,,,,,5,5,"вторичка,кирпичный",8.9,55.743831,50.9,37.679835,альтернатива,75.5,наземная,13900000,,19.3,18.8,12.8,0.0,0.0,0.0,0.0,3,1.0,,двор
1433,1 лодж,,,,,,,4 груз,,10,24,"вторичка,монолитный",11.0,55.874551,18.0,37.644324,свободная,41.0,,7700000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двориулица
1434,,,,,,,,,,3,23,"новостройка,панельный",,55.675676,,37.443811,свободная,41.8,,7189600,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двориулица
1435,1 балк,,,,,,,2 пасс,,9,12,"вторичка,блочный",10.0,55.614633,21.0,37.304626,свободная,37.0,наземная,3890000,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1436,нет,,,,,,,,,3,5,"вторичка,кирпичный",6.0,55.843277,18.0,37.574435,свободная,30.0,,5300000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
1437,1 лодж,,,,,,,1 пасс,,11,12,"вторичка,панельный",7.0,55.808179,20.0,37.641998,свободная,35.0,,6200000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двор
1438,,,,,,,,2 пасс,,7,9,вторичка,6.0,55.881116,19.0,37.554017,свободная,33.0,,4900000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1439,1 лодж,,,,,,,1 пасс,1 груз,11,13,"новостройка,монолитный",14.0,55.799969,20.0,37.711344,214,49.0,,13257000,"(4, 2016)",20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1440,1 балк,,,,,,,,,2,5,"вторичка,панельный",6.0,55.723156,27.0,37.734892,свободная,42.0,,5800000,,,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1441,нет,,,,,,,,,2,10,"вторичка,кирпично-монолитный",5.0,55.739727,20.0,37.618507,свободная,26.0,,21542903,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двор
1442,2 лодж,,,,,,,1 пасс,1 груз,16,18,"вторичка,монолитный",17.0,55.657926,78.4,37.558355,свободная,141.0,,35250000,,27.0,,,0.0,0.0,0.0,0.0,3,,2.0,двориулица
1443,1 лодж,,,,,,,1 пасс,1 груз,6,15,"новостройка,монолитный",11.1,55.848134,17.9,37.637506,свободная,42.4,,8806775,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1444,1 балк,,,,,,,,,3,5,"вторичка,кирпичный",6.0,55.789411,30.0,37.571821,свободная,44.0,наземная,8300000,,18.0,11.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1445,,,,,,,,1 пасс,,7,9,"вторичка,панельный",6.0,55.698589,27.9,37.825856,свободная,44.2,наземная,6450000,,18.0,9.9,0.0,0.0,0.0,0.0,0.0,2,1.0,,улица
1446,нет,,,,,,,1 пасс,1 груз,3,17,"новостройка,панельный",12.0,55.701572,15.0,37.937247,свободная,35.3,,4013900,"(4, 2016)",,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1447,нет,,,,,,,2 пасс,2 груз,4,8,"вторичка,кирпично-монолитный",,55.861176,29.8,37.549417,свободная,29.8,,4023689,,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1448,1 лодж,,,,,,,1 пасс,,1,9,"вторичка,панельный",8.0,55.875193,37.0,37.63102,свободная,56.0,,6000000,,37.0,,,0.0,0.0,0.0,0.0,3,1.0,,двор
1449,,,,,,,,,,5,5,"вторичка,кирпичный",4.5,55.803555,19.0,37.7782,свободная,27.0,наземная,4000000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1450,нет,,,,,,,,,4,5,"вторичка,кирпичный",9.0,55.830139,20.0,37.586266,свободная,36.0,,6500000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,,улица
1451,1 балк,,,,,,,,,3,5,"вторичка,панельный",6.0,55.859281,27.1,37.447117,свободная,41.0,,5500000,,,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1452,,,,,,,,,,5,214,новостройка,,55.806621,,37.616962,214,35.7,,6103986,"(4, 2017)",,,,,,,,студиявЖК«Комплексапартаментов«Отражение»»,,,
1453,1 лодж,,,,,,,1 пасс,2 груз,23,25,"вторичка,панельный",15.0,55.672245,35.0,37.611491,свободная,59.0,многоуровневая,16000000,,15.0,19.0,12.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1454,,,,,,,,,,3,3,"новостройка,кирпичный",5.0,55.651236,10.3,37.340662,предварительный,15.3,,1399333,"(0, 0)",15.3,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двориулица
1455,нет,,,,,,,,,4,25,"новостройка,панельный",,55.863303,,37.366493,свободная,37.5,,4528394,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,
1456,2 балк,,,,,,,1 пасс,,8,10,"вторичка,сталинский",10.0,55.808306,49.9,37.5008,свободная,70.9,,14950000,,,,,0.0,0.0,0.0,0.0,3,1.0,,улица
1457,нет,,,,,,,1 пасс,1 груз,9,17,"вторичка,кирпичный",17.1,55.64192,77.9,37.523456,свободная,134.3,,39600000,,24.0,,,,0.0,0.0,0.0,4,,2.0,двориулица
1458,,,,,,,,3 пасс,,9,15,вторичка,3.0,55.648997,12.0,37.533921,свободная,17.9,,3311500,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,
1459,нет,,,,,,,1 пасс,,11,12,"вторичка,панельный",10.5,55.651643,20.5,37.558643,свободная,36.0,,6700000,,20.5,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двориулица
1460,нет,,,,,,,,,2,17,"новостройка,монолитный",,55.76763,25.0,37.705041,свободная,49.5,,11989993,,,,0.0,0.0,0.0,0.0,0.0,2,,,двориулица
1461,нет,,,,,,,1 пасс,,8,9,"вторичка,панельный",6.5,55.627117,31.0,37.593731,свободная,45.0,,5850000,,,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двориулица
1462,1 лодж,,,,,,,1 пасс,2 груз,20,22,"вторичка,кирпично-монолитный",10.0,55.878682,39.4,37.624723,альтернатива,67.1,,13000000,,,,0.0,0.0,0.0,0.0,0.0,2,1.0,1.0,двориулица
1463,,,,,,,,,,1,5,"вторичка,кирпичный",4.0,55.825826,15.4,37.759803,свободная,30.0,,3750000,,15.4,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
1464,1 балк,,,,,,,,,4,5,вторичка,6.0,55.742554,18.0,37.764986,свободная,31.0,,4850000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двориулица
1465,,,,,,,,1 пасс,1 груз,4,20,"новостройка,монолитный",10.0,55.880065,29.0,37.597261,214,48.9,,5232000,"(2, 2018)",16.0,13.0,0.0,0.0,0.0,0.0,0.0,2,,,
1466,,,,,,,,,,3,5,вторичка,3.2,55.692221,16.4,37.605715,свободная,24.0,наземная,4450000,,16.4,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1467,нет,,,,,,,1 пасс,1 груз,4,4,"вторичка,кирпично-монолитный",10.1,55.810526,96.3,37.380489,свободная,166.8,,50988478,,61.7,,,0.0,0.0,0.0,0.0,3,2.0,,двориулица
1468,1 лодж,,,,,,,1 пасс,,7,9,вторичка,7.0,55.730547,28.0,37.761932,свободная,44.0,наземная,5800000,,16.0,12.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1469,1 лодж,,,,,,,1 пасс,,4,12,"вторичка,панельный",6.0,55.602342,21.0,37.736437,свободная,34.0,наземная,4900000,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
1470,1 лодж,,,,,,,1 пасс,1 груз,4,22,вторичка,10.0,55.640878,44.0,37.692429,свободная,76.1,наземная,10400000,,18.0,,,0.0,0.0,0.0,0.0,3,1.0,,двор
1471,нет,,,,,,,,,4,5,"вторичка,кирпичный",6.0,55.745716,30.0,37.500827,свободная,43.0,,7800000,,18.0,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1472,1 лодж,,,,,,,2 пасс,,9,14,вторичка,11.0,55.674387,19.0,37.807288,свободная,35.0,,4499000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1473,,,,,,,,1 пасс,1 груз,15,25,вторичка,30.0,55.681752,61.0,37.49082,свободная,110.0,,65000000,,20.0,21.0,20.0,0.0,0.0,0.0,0.0,3,,2.0,улица
1474,,,,,,,,2 пасс,1 груз,5,12,"вторичка,монолитный",15.0,55.749633,76.0,37.577561,свободная,120.0,подземная,125990000,,30.0,30.0,16.0,0.0,0.0,0.0,0.0,3,,2.0,двор
1475,,,,,,,,1 пасс,1 груз,9,10,"вторичка,кирпичный",,55.798444,20.0,37.496488,свободная,41.0,подземная,12990000,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1476,нет,,,,,,,1 пасс,,3,9,"вторичка,панельный",6.0,55.612802,28.0,37.594989,свободная,45.0,,6700000,,17.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,улица
1477,1 балк,,,,,,,1 пасс,1 груз,9,9,"вторичка,кирпичный",7.0,55.794431,32.0,37.583886,альтернатива,45.0,наземная,9200000,,20.0,12.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1478,1 балк,,,,,,,1 пасс,1 груз,4,12,"вторичка,кирпичный",9.0,55.715388,20.0,37.792906,свободная,36.0,,5000000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1479,2 балк,,,,,,,2 пасс,,8,12,"вторичка,панельный",8.0,55.803342,21.0,37.397611,свободная,39.0,,8800000,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1480,нет,,,,,,,2 пасс,,2,14,"вторичка,панельный",9.0,55.639634,21.0,37.366332,свободная,38.0,,5050000,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,улица
1481,1 балк,,,,,,,1 пасс,1 груз,23,25,новостройка,,55.632071,,37.416352,свободная,34.0,,3642280,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двориулица
1482,1 лодж,,,,,,,1 пасс,2 груз,2,29,"новостройка,монолитный",,55.841018,,37.494315,свободная,54.5,,7575500,,,,0.0,0.0,0.0,0.0,0.0,2,2.0,,улица
1483,нет,,,,,,,2 пасс,2 груз,2,22,"вторичка,кирпично-монолитный",10.0,55.679093,21.0,37.469674,свободная,53.0,многоуровневая,13350000,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1484,нет,,,,,,,,,5,9,"вторичка,кирпичный",7.0,55.886448,21.0,37.66256,свободная,35.8,,5800000,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,
1485,1 лодж,,,,,,,1 пасс,1 груз,6,17,вторичка,9.3,55.67694,28.4,37.539266,альтернатива,53.0,,16000000,,16.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1486,1 лодж,,,,,,,1 пасс,1 груз,17,17,"вторичка,панельный",8.5,55.763027,20.0,37.40813,свободная,40.0,наземная,9550000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,
1487,1 балк,,,,,,,1 пасс,1 груз,33,40,"вторичка,монолитный",30.0,55.827671,318.0,37.487559,свободная,378.0,подземная,59000000,,34.0,15.5,20.3,59.8,168.0,0.0,0.0,4,,3.0,двориулица
1488,1 лодж,,,,,,,1 пасс,1 груз,16,19,"новостройка,монолитный",12.0,55.675787,20.0,37.631933,214,42.6,подземная,9169650,"(0, 0)",20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,улица
1489,,,,,,,,1 пасс,1 груз,8,19,"вторичка,панельный",14.0,55.94626,25.0,37.346075,свободная,44.0,,4800000,,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,
1490,нет,,,,,,,1 пасс,,11,23,"новостройка,монолитный",,55.867112,,37.684748,свободная,47.2,,9275886,"(4, 2014)",,,0.0,0.0,0.0,0.0,0.0,2,,,
1491,,,,,,,,1 пасс,1 груз,4,20,"новостройка,монолитный",12.0,55.880065,21.0,37.597261,214,40.6,подземная,4547000,"(2, 2018)",21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,
1492,,,,,,,,1 пасс,1 груз,19,20,"новостройка,кирпично-монолитный",,55.879981,,37.597562,214,35.5,,4201070,"(2, 2018)",,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,
1493,1 балк,,,,,,,1 пасс,1 груз,8,15,"новостройка,монолитный",10.0,55.700816,18.0,37.648631,свободная,40.1,,5583805,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,двориулица
1494,,,,,,,,,,6,9,вторичка,6.6,55.716123,18.6,37.824715,свободная,32.5,наземная,4900000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1495,,,,,,,,1 пасс,,4,9,"вторичка,панельный",7.0,55.866834,19.0,37.699589,свободная,36.0,наземная,5100000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1496,1 балк,,,,,,,1 пасс,1 груз,10,17,"вторичка,панельный",10.0,55.643576,42.0,37.653011,свободная,75.0,,14500000,,10.0,14.0,18.0,0.0,0.0,0.0,0.0,3,1.0,,двор
1497,,,,,,,,1 пасс,,1,9,"вторичка,панельный",6.7,55.857185,19.0,37.441619,свободная,33.0,наземная,5350000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
1498,,,,,,,,,,1,7,вторичка,15.0,55.748589,83.0,37.591351,свободная,129.4,,28000000,,54.5,18.5,10.0,0.0,0.0,0.0,0.0,3,2.0,,двор
1499,1 балк,,,,,,,,,2,5,"вторичка,панельный",6.0,55.701125,32.0,37.816989,альтернатива,45.0,наземная,5500000,,20.0,12.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1500,1 балк,,,,,,,1 пасс,1 груз,5,9,вторичка,7.0,55.596757,18.0,37.718435,свободная,35.0,,5100000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1501,нет,,,,,,,2 пасс,2 груз,2,24,"вторичка,монолитный",20.0,55.616026,61.1,37.600244,свободная,105.4,подземная,16900000,,31.9,18.0,14.0,0.0,0.0,0.0,0.0,3,,2.0,двор
1502,1 балк,,,,,,,,,2,5,вторичка,6.0,55.762571,36.0,37.544054,свободная,43.0,,7650000,,16.0,10.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,
1503,1 лодж,,,,,,,1 пасс,2 груз,14,29,"новостройка,монолитный",,55.841018,,37.494315,свободная,27.0,,4833000,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1504,1 балк,,,,,,,2 пасс,,8,9,"вторичка,панельный",6.0,55.687863,45.5,37.731281,свободная,61.0,наземная,8050000,,,,,0.0,0.0,0.0,0.0,3,1.0,,двориулица
1505,,,,,,,,1 пасс,,9,9,вторичка,6.0,55.578177,19.0,37.653191,свободная,33.0,наземная,3900000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,
1506,1 балк,,,,,,,1 пасс,,4,8,"вторичка,сталинский",25.0,55.676646,20.0,37.529789,свободная,54.0,наземная,13400000,,20.0,,0.0,0.0,0.0,0.0,0.0,2,,1.0,улица
1507,нет,,,,,,,1 пасс,,10,22,"вторичка,кирпично-монолитный",10.0,55.677159,50.0,37.533553,свободная,80.0,,22999999,,,,,0.0,0.0,0.0,0.0,3,,1.0,двор
1508,,,,,,,,1 пасс,,5,6,вторичка,12.0,55.762358,98.0,37.645393,свободная,152.0,,56500000,,28.0,21.0,17.0,16.0,16.0,0.0,0.0,5,2.0,,двориулица
1509,1 лодж,,,,,,,1 пасс,1 груз,10,17,"вторичка,панельный",7.1,55.701841,15.6,37.936196,свободная,32.0,,3927300,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
1510,,,,,,,,1 пасс,,2,17,вторичка,10.0,55.842924,46.0,37.358453,свободная,75.0,,9900000,,18.0,14.0,14.0,0.0,0.0,0.0,0.0,3,1.0,,двориулица
1511,,,,,,,,1 пасс,,9,9,"вторичка,панельный",6.0,55.632408,18.8,37.487936,свободная,32.6,наземная,5700000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,
1512,2 балк,,,,,,,2 пасс,,12,12,вторичка,9.5,55.876157,31.0,37.542069,свободная,47.0,наземная,7200000,,,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1513,2 балк,,,,,,,1 пасс,1 груз,5,12,вторичка,9.6,55.629714,20.4,37.794145,свободная,39.6,наземная,5000000,,20.4,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двориулица
1514,1 лодж,,,,,,,1 пасс,1 груз,2,14,"новостройка,монолитный",12.5,55.672691,17.9,37.466691,свободная,46.8,,9366000,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двориулица
1515,,,,,,,,1 пасс,,7,7,"вторичка,кирпичный",10.0,55.749983,91.0,37.604969,свободная,125.0,наземная,71703450,,,,,,0.0,0.0,0.0,4,,1.0,двориулица
1516,1 лодж,,,,,,,1 пасс,,7,9,"вторичка,панельный",7.0,55.846679,25.0,37.425036,свободная,40.0,наземная,6670000,,16.0,9.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1517,1 балк,,,,,,,1 пасс,1 груз,13,16,"вторичка,панельный",8.5,55.686305,20.0,37.738513,свободная,38.3,наземная,5200000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1518,2 лодж,,,,,,,1 пасс,1 груз,11,15,"вторичка,монолитный",13.0,55.685924,58.0,37.84605,альтернатива,105.0,,22500000,,24.0,,,0.0,0.0,0.0,0.0,3,2.0,,двор
1519,1 балк,,,,,,,1 пасс,,9,9,"вторичка,кирпичный",6.0,55.679991,28.0,37.68447,свободная,42.0,наземная,6900000,,19.0,9.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,
1520,1 лодж,,,,,,,1 пасс,,15,17,"вторичка,панельный",8.5,55.680209,19.0,37.718992,альтернатива,39.0,,6500000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1521,,,,,,,,,,1,5,вторичка,6.0,55.66372,30.8,37.586859,свободная,44.0,,5450000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1522,нет,,,,,,,,,4,5,"вторичка,блочный",6.0,55.700349,29.0,37.754314,свободная,44.0,,5700000,,17.0,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1523,1 лодж,,,,,,,2 пасс,1 груз,2,17,"новостройка,монолитный",,55.869424,,37.473391,свободная,29.4,,3568278,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1524,нет,,,,,,,,,11,17,"новостройка,монолитный",,55.523648,38.6,37.510957,свободная,38.6,,3993448,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двориулица
1525,1 лодж,,,,,,,1 пасс,1 груз,16,16,"вторичка,панельный",8.2,55.577658,19.1,37.663593,свободная,36.3,наземная,4300000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
1526,1 балк,,,,,,,1 пасс,1 груз,6,25,новостройка,,55.632071,,37.416352,свободная,38.1,,3872992,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двориулица
1527,1 балк,,,,,,,1 пасс,,7,8,"вторичка,сталинский",12.0,55.701318,45.0,37.56715,альтернатива,80.0,наземная,28999000,,,,,,0.0,0.0,0.0,4,1.0,,двор
1528,1 лодж,,,,,,,1 пасс,,8,9,"вторичка,панельный",6.5,55.666081,44.0,37.490515,свободная,60.0,наземная,9800000,,,,,0.0,0.0,0.0,0.0,3,1.0,,двор
1529,1 лодж,,,,,,,1 пасс,,12,12,"вторичка,панельный",7.0,55.587875,31.0,37.654933,свободная,46.5,,5900000,,17.0,14.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,
1530,,,,,,,,1 пасс,,3,5,"вторичка,сталинский",8.0,55.79602,18.0,37.795565,свободная,38.0,наземная,7400000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1531,1 балк,,,,,,,2 пасс,,9,9,"вторичка,кирпичный",7.5,55.761219,17.5,37.784515,свободная,34.5,,5950000,,17.5,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1532,1 балк,,,,,,,1 пасс,1 груз,4,20,"новостройка,монолитный",12.0,55.880065,15.5,37.597261,214,39.7,подземная,4446000,"(2, 2018)",15.5,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1533,1 балк,,,,,,,1 пасс,1 груз,5,16,вторичка,10.0,55.667213,44.0,37.466943,альтернатива,75.0,наземная,13200000,,18.0,14.0,12.0,0.0,0.0,0.0,0.0,3,1.0,,двор
1534,2 балк,,,,,,,1 пасс,1 груз,7,7,"вторичка,монолитный",36.9,55.71515,118.8,37.480022,свободная,259.6,,210330120,,47.0,,,0.0,0.0,0.0,0.0,3,,3.0,двориулица
1535,1 лодж,,,,,,,2 пасс,1 груз,7,16,"вторичка,панельный",9.0,55.604264,19.0,37.601978,свободная,37.7,наземная,6750000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1536,1 балк,,,,,,,,,2,5,"вторичка,кирпичный",5.6,55.730177,18.5,37.763405,свободная,30.0,,4500000,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двор
1537,2 лодж,,,,,,,1 пасс,,8,17,"вторичка,панельный",13.0,55.646584,46.0,37.608383,альтернатива,80.0,наземная,19900000,,19.0,15.0,12.0,0.0,0.0,0.0,0.0,3,1.0,,двор
1538,,,,,,,,1 пасс,,1,8,"вторичка,кирпичный",6.0,55.747363,16.0,37.594486,свободная,30.0,наземная,11200000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двориулица
1539,1 лодж,,,,,,,1 пасс,,4,9,вторичка,7.0,55.732524,20.0,37.833438,свободная,37.0,,5400000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,
1540,1 балк,,,,,,,,,2,5,"вторичка,панельный",5.6,55.739787,18.0,37.765525,свободная,31.0,,4400000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1541,1 лодж,,,,,,,1 пасс,1 груз,5,14,"вторичка,панельный",8.6,55.742524,31.0,37.851988,свободная,54.0,,7750000,,,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двориулица
1542,,,,,,,,,,1,5,"вторичка,кирпичный",7.0,55.827773,28.3,37.450342,альтернатива,48.5,,6300000,,,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1543,1 лодж,,,,,,,1 пасс,1 груз,6,17,"вторичка,панельный",8.0,55.886736,19.0,37.647127,свободная,38.0,наземная,6600000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1544,1 балк,,,,,,,,,3,5,"вторичка,кирпичный",6.5,55.837399,19.0,37.521623,свободная,33.0,,5690000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1545,,,,,,,,,,5,5,вторичка,4.5,55.742919,14.0,37.787031,свободная,24.0,,4150000,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двориулица
1546,1 балк,,,,,,,1 пасс,,1,9,"вторичка,кирпичный",6.0,55.822114,18.0,37.655921,свободная,33.0,наземная,6190000,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1547,1 лодж,,,,,,,1 пасс,1 груз,7,9,"вторичка,панельный",6.0,55.618166,31.0,37.75276,свободная,44.0,,7399999,,,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1548,,,,,,,,1 пасс,,3,9,"вторичка,сталинский",9.0,55.80656,38.0,37.504016,альтернатива,60.3,,15000000,,18.0,20.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1549,1 балк,,,,,,,,,5,5,"вторичка,кирпичный",5.8,55.802411,18.9,37.54718,свободная,31.0,,6800000,,18.9,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1550,1 лодж,,,,,,,1 пасс,1 груз,1,16,"вторичка,панельный",10.8,55.775074,28.0,37.628217,альтернатива,56.0,,13000000,,16.7,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1551,,,,,,,,,,19,22,вторичка,12.0,55.848559,68.0,37.419045,свободная,104.0,,22019064,,24.0,22.0,22.0,0.0,0.0,0.0,0.0,3,,,двор
1552,1 балк,,,,,,,2 пасс,,9,12,вторичка,6.0,55.883217,29.0,37.519485,свободная,45.0,,5300000,,,,0.0,0.0,0.0,0.0,0.0,2,1.0,,улица
1553,1 балк,,,,,,,1 пасс,,3,9,"вторичка,блочный",6.0,55.684097,25.0,37.55955,свободная,36.0,,8100000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двориулица
1554,1 балк,,,,,,,1 пасс,1 груз,13,17,вторичка,7.4,55.873829,19.1,37.645249,свободная,38.0,наземная,7500000,,19.1,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
